5
98.0,2.0
95.0,6.0
91.0,9.0
87.0,10.0
83.0,14.0
80.0,18.0
76.0,22.0
72.0,26.0
73.0,30.0
72.0,34.0
71.0,38.0
67.0,42.0
63.0,42.0
59.0,42.0
55.0,41.0
51.0,40.0
47.0,37.0
43.0,37.0
39.0,35.0
35.0,32.0
31.0,31.0
27.0,34.0
23.0,37.0
22.0,41.0
22.0,45.0
24.0,49.0
22.0,53.0
19.0,57.0
19.0,61.0
20.0,65.0
21.0,69.0
19.0,73.0
20.0,77.0
21.0,81.0
25.0,85.0
27.0,89.0
30.0,93.0
30.0,97.0
