[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0165164, 0.0110109, 0.00550546, 0.00550546, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00550546, 0.00550546, 0.0165164, 0.0275608, 0.0440772, 0.0385718, 0.0330663, 0.0330663, 0.0385718, 0.0606271, 0.0551217, 0.0661326, 0.088188, 0.0771771, 0.0771771, 0.0661326, 0.0551217, 0.0440772, 0.0275608, 0.0165164, 0.0110109, 0.0110109, 0.0, 0.0, 0.0, 0.00550546, 0.00550546, 0.00550546, 0.0110109, 0.0110109, 0.0110109, 0.0110109, 0.0110109, 0.0110109, 0.0110109, 0.0110109, 0.0110109, 0.0110109, 0.00550546, 0.00550546, 0.0165164, 0.0275608, 0.0220218, 0.0275608, 0.0440772, 0.0551217, 0.0496162, 0.0440772, 0.0440772, 0.0275608, 0.0275608, 0.0220218, 0.00550546, 0.00550546, 0.00550546, 0.00550546, 0.00550546, 0.00550546, 0.00550546, 0.00550546, 0.0110109, 0.0110109, 0.0110109, 0.0110109, 0.0110109, 0.0110109, 0.0110109, 0.00550546, 0.00550546, 0.00550546]
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0110109, 0.0440772, 0.110243, 0.126793, 0.115782, 0.121288, 0.0992325, 0.0771771, 0.0661326, 0.0496162, 0.0440772, 0.0330663, 0.0165164, 0.00550546, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0220218, 0.0496162, 0.0716716, 0.093727, 0.104738, 0.104738, 0.148849, 0.159893, 0.165399, 0.165399, 0.181949, 0.17641, 0.170904, 0.170904, 0.181949, 0.187454, 0.187454, 0.187454, 0.198465, 0.231565, 0.226059, 0.215015, 0.192959, 0.165399, 0.132299, 0.121288, 0.0826825, 0.0330663, 0.0110109, 0.0165164, 0.0220218, 0.0275608, 0.0330663, 0.0385718, 0.0440772, 0.0440772, 0.0440772, 0.0440772, 0.0385718, 0.0385718, 0.0385718, 0.0385718, 0.0330663, 0.0275608, 0.0551217, 0.110243, 0.159893, 0.170904, 0.187454, 0.187454, 0.187454, 0.159893, 0.154354, 0.159893, 0.159893, 0.137838, 0.0826825, 0.0440772, 0.0385718, 0.0275608, 0.0330663, 0.0385718, 0.0440772, 0.0551217, 0.0716716, 0.0551217, 0.0496162, 0.0385718, 0.0385718, 0.0385718, 0.0330663, 0.0330663, 0.0275608, 0.0275608]
[0.0220218, 0.0165164, 0.0110109, 0.0, 0.0, 0.0, 0.0, 0.0165164, 0.0606271, 0.121288, 0.17641, 0.204004, 0.204004, 0.198465, 0.209509, 0.215015, 0.17641, 0.17641, 0.170904, 0.110243, 0.088188, 0.0716716, 0.0496162, 0.0440772, 0.0330663, 0.0330663, 0.0330663, 0.0551217, 0.093727, 0.110243, 0.159893, 0.204004, 0.204004, 0.209509, 0.209509, 0.209509, 0.209509, 0.209509, 0.209509, 0.215015, 0.22052, 0.226059, 0.22052, 0.231565, 0.226059, 0.22052, 0.22052, 0.231565, 0.248115, 0.27017, 0.292226, 0.308742, 0.292226, 0.286686, 0.27017, 0.226059, 0.159893, 0.0606271, 0.0330663, 0.0551217, 0.0661326, 0.0771771, 0.088188, 0.0992325, 0.104738, 0.110243, 0.104738, 0.0992325, 0.093727, 0.0826825, 0.0826825, 0.093727, 0.121288, 0.187454, 0.209509, 0.22052, 0.215015, 0.215015, 0.215015, 0.215015, 0.22052, 0.231565, 0.242576, 0.242576, 0.248115, 0.248115, 0.23707, 0.209509, 0.192959, 0.17641, 0.181949, 0.192959, 0.215015, 0.22052, 0.248115, 0.204004, 0.110243, 0.0826825, 0.0771771, 0.0771771, 0.0716716, 0.0771771]
[0.0716716, 0.0606271, 0.0440772, 0.0220218, 0.0, 0.0, 0.0, 0.0165164, 0.0716716, 0.0992325, 0.154354, 0.231565, 0.264631, 0.286686, 0.303236, 0.303236, 0.303236, 0.319786, 0.325292, 0.259126, 0.215015, 0.181949, 0.181949, 0.17641, 0.154354, 0.132299, 0.115782, 0.121288, 0.154354, 0.187454, 0.231565, 0.231565, 0.215015, 0.209509, 0.209509, 0.209509, 0.209509, 0.209509, 0.209509, 0.209509, 0.209509, 0.226059, 0.23707, 0.22052, 0.226059, 0.231565, 0.226059, 0.226059, 0.22052, 0.231565, 0.23707, 0.259126, 0.281181, 0.297731, 0.319786, 0.341842, 0.319786, 0.292226, 0.248115, 0.165399, 0.088188, 0.104738, 0.143343, 0.17641, 0.22052, 0.231565, 0.215015, 0.198465, 0.181949, 0.159893, 0.143343, 0.154354, 0.198465, 0.226059, 0.23707, 0.22052, 0.215015, 0.209509, 0.209509, 0.209509, 0.204004, 0.204004, 0.204004, 0.209509, 0.231565, 0.259126, 0.286686, 0.314281, 0.325292, 0.330797, 0.347347, 0.352853, 0.363897, 0.352853, 0.336336, 0.358392, 0.385953, 0.341842, 0.204004, 0.148849, 0.137838, 0.143343]
[0.143343, 0.165399, 0.104738, 0.0606271, 0.0330663, 0.0, 0.0, 0.00550546, 0.0275608, 0.088188, 0.165399, 0.23707, 0.297731, 0.352853, 0.374908, 0.413513, 0.424558, 0.435569, 0.457624, 0.501735, 0.391458, 0.330797, 0.286686, 0.259126, 0.226059, 0.22052, 0.209509, 0.209509, 0.215015, 0.231565, 0.259126, 0.23707, 0.209509, 0.209509, 0.209509, 0.209509, 0.209509, 0.204004, 0.204004, 0.204004, 0.209509, 0.215015, 0.226059, 0.226059, 0.226059, 0.215015, 0.22052, 0.22052, 0.215015, 0.198465, 0.181949, 0.170904, 0.181949, 0.215015, 0.25362, 0.275676, 0.281181, 0.319786, 0.369403, 0.336336, 0.297731, 0.209509, 0.132299, 0.165399, 0.242576, 0.391458, 0.457624, 0.352853, 0.286686, 0.259126, 0.27017, 0.23707, 0.275676, 0.27017, 0.23707, 0.215015, 0.215015, 0.209509, 0.209509, 0.209509, 0.204004, 0.204004, 0.204004, 0.204004, 0.204004, 0.198465, 0.215015, 0.275676, 0.363897, 0.391458, 0.419019, 0.47968, 0.512779, 0.512779, 0.47968, 0.474174, 0.441074, 0.452119, 0.385953, 0.402502, 0.336336, 0.231565]
[0.22052, 0.22052, 0.192959, 0.121288, 0.0716716, 0.0440772, 0.0, 0.0, 0.0110109, 0.0551217, 0.093727, 0.192959, 0.308742, 0.391458, 0.457624, 0.55689, 0.595462, 0.628562, 0.650617, 0.667167, 0.645112, 0.595462, 0.490724, 0.391458, 0.303236, 0.259126, 0.226059, 0.215015, 0.226059, 0.23707, 0.259126, 0.23707, 0.209509, 0.209509, 0.209509, 0.209509, 0.198465, 0.192959, 0.204004, 0.209509, 0.215015, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.215015, 0.209509, 0.192959, 0.165399, 0.143343, 0.170904, 0.22052, 0.248115, 0.25362, 0.319786, 0.363897, 0.341842, 0.314281, 0.23707, 0.192959, 0.259126, 0.490724, 0.551351, 0.402502, 0.347347, 0.347347, 0.330797, 0.319786, 0.303236, 0.286686, 0.215015, 0.215015, 0.215015, 0.209509, 0.204004, 0.204004, 0.204004, 0.204004, 0.198465, 0.204004, 0.204004, 0.198465, 0.198465, 0.204004, 0.286686, 0.424558, 0.50724, 0.55689, 0.612012, 0.650617, 0.628562, 0.606506, 0.612012, 0.578946, 0.452119, 0.424558, 0.446613]
[0.396963, 0.308742, 0.259126, 0.198465, 0.137838, 0.088188, 0.0440772, 0.0, 0.0, 0.0165164, 0.0716716, 0.137838, 0.23707, 0.347347, 0.496229, 0.606506, 0.760894, 0.876677, 0.887688, 0.887688, 0.893227, 0.871171, 0.805005, 0.628562, 0.50724, 0.396963, 0.347347, 0.27017, 0.242576, 0.248115, 0.275676, 0.248115, 0.209509, 0.204004, 0.204004, 0.204004, 0.181949, 0.209509, 0.215015, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.204004, 0.154354, 0.143343, 0.198465, 0.22052, 0.22052, 0.319786, 0.341842, 0.347347, 0.347347, 0.347347, 0.341842, 0.47968, 0.413513, 0.325292, 0.352853, 0.363897, 0.363897, 0.363897, 0.319786, 0.231565, 0.215015, 0.215015, 0.215015, 0.204004, 0.25362, 0.242576, 0.248115, 0.25362, 0.248115, 0.204004, 0.198465, 0.198465, 0.198465, 0.209509, 0.23707, 0.369403, 0.529296, 0.617517, 0.667167, 0.711278, 0.694728, 0.711278, 0.683684, 0.606506, 0.501735, 0.424558]
[0.424558, 0.396963, 0.325292, 0.23707, 0.187454, 0.143343, 0.088188, 0.0496162, 0.0, 0.0, 0.0496162, 0.115782, 0.204004, 0.308742, 0.490724, 0.634067, 0.854621, 0.78295, 0.705739, 0.650617, 0.628562, 0.650617, 0.705739, 0.788455, 0.82706, 0.617517, 0.474174, 0.374908, 0.308742, 0.264631, 0.281181, 0.297731, 0.215015, 0.204004, 0.204004, 0.192959, 0.17641, 0.215015, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.215015, 0.159893, 0.132299, 0.181949, 0.198465, 0.209509, 0.314281, 0.336336, 0.363897, 0.402502, 0.430063, 0.385953, 0.358392, 0.352853, 0.341842, 0.352853, 0.352853, 0.336336, 0.27017, 0.22052, 0.215015, 0.215015, 0.209509, 0.248115, 0.242576, 0.248115, 0.248115, 0.25362, 0.259126, 0.259126, 0.22052, 0.198465, 0.204004, 0.231565, 0.275676, 0.347347, 0.457624, 0.584451, 0.689223, 0.771905, 0.788455, 0.771905, 0.722289, 0.612012, 0.52379]
[0.402502, 0.385953, 0.374908, 0.314281, 0.226059, 0.17641, 0.132299, 0.088188, 0.0496162, 0.0, 0.00550546, 0.0771771, 0.17641, 0.286686, 0.419019, 0.551351, 0.78295, 0.661628, 0.55689, 0.485185, 0.446613, 0.435569, 0.441074, 0.485185, 0.55689, 0.661628, 0.760894, 0.529296, 0.413513, 0.336336, 0.297731, 0.314281, 0.259126, 0.204004, 0.204004, 0.198465, 0.17641, 0.215015, 0.231565, 0.242576, 0.242576, 0.231565, 0.231565, 0.226059, 0.22052, 0.22052, 0.226059, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.22052, 0.198465, 0.137838, 0.132299, 0.17641, 0.17641, 0.23707, 0.297731, 0.325292, 0.352853, 0.369403, 0.358392, 0.363897, 0.341842, 0.336336, 0.325292, 0.325292, 0.303236, 0.23707, 0.22052, 0.215015, 0.215015, 0.23707, 0.23707, 0.242576, 0.242576, 0.248115, 0.25362, 0.259126, 0.264631, 0.27017, 0.231565, 0.226059, 0.27017, 0.336336, 0.413513, 0.496229, 0.612012, 0.755355, 0.871171, 0.854621, 0.79396, 0.722289, 0.617517]
